BusinessId;Attribute;Sentiment
"DuaoskPAVBV55px_cwxIVw";Food;-5.055824616524141
"DuaoskPAVBV55px_cwxIVw";people;-2.732985586512284
"DuaoskPAVBV55px_cwxIVw";person;-1.871056985995635
"DuaoskPAVBV55px_cwxIVw";way;-1.4583333333333335
"DuaoskPAVBV55px_cwxIVw";meat;-1.1590909090909092
"DuaoskPAVBV55px_cwxIVw";not thing;-0.6818181818181819
"DuaoskPAVBV55px_cwxIVw";vegetables;-0.620742092457421
"DuaoskPAVBV55px_cwxIVw";ratings;-0.41690873429663844
"DuaoskPAVBV55px_cwxIVw";Buffet;-0.35019796505197975
"DuaoskPAVBV55px_cwxIVw";hand;-0.34461459395122884
"DuaoskPAVBV55px_cwxIVw";style;-0.24452216016002426
"DuaoskPAVBV55px_cwxIVw";consumption;0.0
"DuaoskPAVBV55px_cwxIVw";digits;0.03651209258369981
"DuaoskPAVBV55px_cwxIVw";family dinner;0.05222681359044996
"DuaoskPAVBV55px_cwxIVw";music;0.05540809555408094
"DuaoskPAVBV55px_cwxIVw";day;0.07113845418707443
"DuaoskPAVBV55px_cwxIVw";not rib;0.12408759124087591
"DuaoskPAVBV55px_cwxIVw";container;0.1304769660774969
"DuaoskPAVBV55px_cwxIVw";restaurant;0.19439322866551106
"DuaoskPAVBV55px_cwxIVw";idea;0.2101113172541744
"DuaoskPAVBV55px_cwxIVw";house;0.5416666666666666
"DuaoskPAVBV55px_cwxIVw";food copy;0.6761363636363638
"DuaoskPAVBV55px_cwxIVw";ambiance;0.708941605839416
"DuaoskPAVBV55px_cwxIVw";service;0.8931169613204526
"DuaoskPAVBV55px_cwxIVw";facility;1.1781937929433852
"DuaoskPAVBV55px_cwxIVw";decision;1.2747700048222113
"DuaoskPAVBV55px_cwxIVw";plus;1.6391879544108197
"DuaoskPAVBV55px_cwxIVw";sustenance;3.01649967355483
"5Fwwfw20IbIFWzVyAukZJw";Food;-2.56471798274718
"5Fwwfw20IbIFWzVyAukZJw";facility;-0.7954545454545454
"5Fwwfw20IbIFWzVyAukZJw";rag;-0.5053417188825985
"5Fwwfw20IbIFWzVyAukZJw";people;-0.36000000000000004
"5Fwwfw20IbIFWzVyAukZJw";idea;-0.23959702146298723
"5Fwwfw20IbIFWzVyAukZJw";container;-0.1785714285714286
"5Fwwfw20IbIFWzVyAukZJw";style;0.0
"5Fwwfw20IbIFWzVyAukZJw";food copy;0.02181276249830646
"5Fwwfw20IbIFWzVyAukZJw";meat;1.3837632198238539
"9qxRn-qokwlmnRnv6-baLA";feeling;-1.5
"9qxRn-qokwlmnRnv6-baLA";mama;-0.10674931129476586
"9qxRn-qokwlmnRnv6-baLA";not thing;0.0
"9qxRn-qokwlmnRnv6-baLA";meat;0.0
"9qxRn-qokwlmnRnv6-baLA";service;0.0
"9qxRn-qokwlmnRnv6-baLA";sustenance;0.0
"9qxRn-qokwlmnRnv6-baLA";person;0.021897810218978103
"9qxRn-qokwlmnRnv6-baLA";day;0.12647831800262813
"9qxRn-qokwlmnRnv6-baLA";fast-food joint;0.1590909090909091
"9qxRn-qokwlmnRnv6-baLA";idea;0.20833333333333334
"9qxRn-qokwlmnRnv6-baLA";people;0.23722627737226276
"9qxRn-qokwlmnRnv6-baLA";colors;0.23722627737226276
"9qxRn-qokwlmnRnv6-baLA";Food;0.559116017877382
"9qxRn-qokwlmnRnv6-baLA";decision;0.708941605839416
"GrUh2Jo6sL3wllrtZY4zmg";ratings;-0.5706406664316871
"GrUh2Jo6sL3wllrtZY4zmg";condition;-0.4846938775510204
"GrUh2Jo6sL3wllrtZY4zmg";ambiance;-0.4626666666666666
"GrUh2Jo6sL3wllrtZY4zmg";hand;0.0
"GrUh2Jo6sL3wllrtZY4zmg";meat;0.0
"GrUh2Jo6sL3wllrtZY4zmg";container;0.0
"GrUh2Jo6sL3wllrtZY4zmg";Food;0.10161665210585757
"GrUh2Jo6sL3wllrtZY4zmg";person;0.16241496598639454
"GrUh2Jo6sL3wllrtZY4zmg";service;0.612157655511677
"GrUh2Jo6sL3wllrtZY4zmg";idea;0.6337632198238539
"VDUwU8bHmeGgtJpe-rz3bQ";meat;-2.4733384626545107
"VDUwU8bHmeGgtJpe-rz3bQ";person;-2.2776903234895043
"VDUwU8bHmeGgtJpe-rz3bQ";buffet stuff;-1.428898534162915
"VDUwU8bHmeGgtJpe-rz3bQ";music;-1.3024784580498867
"VDUwU8bHmeGgtJpe-rz3bQ";container;-0.6762604009469038
"VDUwU8bHmeGgtJpe-rz3bQ";people;-0.625
"VDUwU8bHmeGgtJpe-rz3bQ";digits;-0.5476645875735384
"VDUwU8bHmeGgtJpe-rz3bQ";sustenance;-0.456521791159105
"VDUwU8bHmeGgtJpe-rz3bQ";vegetables;-0.20620437956204382
"VDUwU8bHmeGgtJpe-rz3bQ";day;-0.045454545454545456
"VDUwU8bHmeGgtJpe-rz3bQ";house;-0.039965986394557826
"VDUwU8bHmeGgtJpe-rz3bQ";consumption;-0.0333789673730389
"VDUwU8bHmeGgtJpe-rz3bQ";decision;-0.020339458549586197
"VDUwU8bHmeGgtJpe-rz3bQ";ambiance;0.0
"VDUwU8bHmeGgtJpe-rz3bQ";Buffet;0.12647831800262813
"VDUwU8bHmeGgtJpe-rz3bQ";plus;0.20833333333333334
"VDUwU8bHmeGgtJpe-rz3bQ";hand;0.2187363118703461
"VDUwU8bHmeGgtJpe-rz3bQ";not thing;0.6337632198238539
"VDUwU8bHmeGgtJpe-rz3bQ";style;0.7386363636363636
"VDUwU8bHmeGgtJpe-rz3bQ";idea;0.8453682332902386
"VDUwU8bHmeGgtJpe-rz3bQ";ratings;0.9293593335683129
"VDUwU8bHmeGgtJpe-rz3bQ";condition;1.0
"VDUwU8bHmeGgtJpe-rz3bQ";Food;1.069719668757505
"VDUwU8bHmeGgtJpe-rz3bQ";part;1.5
"MKiOSSn8lONiMgZednCfXw";Food;-3.3723214820733634
"MKiOSSn8lONiMgZednCfXw";person;-2.9274915312708485
"MKiOSSn8lONiMgZednCfXw";hand;-1.8123186047344144
"MKiOSSn8lONiMgZednCfXw";Buffet;-1.7200000000000002
"MKiOSSn8lONiMgZednCfXw";style;-1.5543659832629675
"MKiOSSn8lONiMgZednCfXw";people;-1.4632299089757153
"MKiOSSn8lONiMgZednCfXw";environment;-1.3443029787405436
"MKiOSSn8lONiMgZednCfXw";workers;-1.1890206812652069
"MKiOSSn8lONiMgZednCfXw";idea;-1.1308302107079409
"MKiOSSn8lONiMgZednCfXw";plus;-0.9170367801761463
"MKiOSSn8lONiMgZednCfXw";sustenance;-0.5322793669166809
"MKiOSSn8lONiMgZednCfXw";facility;-0.11949035812672176
"MKiOSSn8lONiMgZednCfXw";service;-0.08843537414965988
"MKiOSSn8lONiMgZednCfXw";UYE Rand UYE H. UYE Rand UYE Mike UYE Rand UYE H. UYE Rand UYE C. UYE Rand UYE H. UYE Rand UYE Mike UYE Rand UYE H. UYE Rand UYE Robyn UYE Rand UYE H. UYE Rand UYE Mike UYE Rand UYE H. UYE Rand UYE C. UYE Rand UYE H. UYE Rand UYE Mike UYE Rand UYE H. UYE Rand UYE N;-0.07649512860285695
"MKiOSSn8lONiMgZednCfXw";way;-0.020339458549586197
"MKiOSSn8lONiMgZednCfXw";music;0.0
"MKiOSSn8lONiMgZednCfXw";digits;0.07165324340331354
"MKiOSSn8lONiMgZednCfXw";buffet stuff;0.07755474452554745
"MKiOSSn8lONiMgZednCfXw";day;0.12408759124087591
"MKiOSSn8lONiMgZednCfXw";ratings;0.45759775708063466
"MKiOSSn8lONiMgZednCfXw";not thing;0.6337632198238539
"MKiOSSn8lONiMgZednCfXw";meat;0.6337632198238539
"MKiOSSn8lONiMgZednCfXw";word;0.75
"MKiOSSn8lONiMgZednCfXw";container;0.9641634840282873
"MKiOSSn8lONiMgZednCfXw";mama;1.0
"MKiOSSn8lONiMgZednCfXw";part;1.6063293911519931
"MKiOSSn8lONiMgZednCfXw";ambiance;1.897440407431568
"MKiOSSn8lONiMgZednCfXw";restaurant;1.926946355177209
"Co-sJv4GNxILkF79ZMLq-Q";person;-2.0726382953276614
"Co-sJv4GNxILkF79ZMLq-Q";idea;-1.5721937416224983
"Co-sJv4GNxILkF79ZMLq-Q";service;-1.461636363636364
"Co-sJv4GNxILkF79ZMLq-Q";digits;-1.157635820707179
"Co-sJv4GNxILkF79ZMLq-Q";ratings;-1.0706406664316872
"Co-sJv4GNxILkF79ZMLq-Q";Food;-0.7958752046620499
"Co-sJv4GNxILkF79ZMLq-Q";decision;-0.604019633804726
"Co-sJv4GNxILkF79ZMLq-Q";people;-0.5318181818181819
"Co-sJv4GNxILkF79ZMLq-Q";plus;-0.5053417188825985
"Co-sJv4GNxILkF79ZMLq-Q";rag;-0.5053417188825985
"Co-sJv4GNxILkF79ZMLq-Q";buffet stuff;-0.2731337217179245
"Co-sJv4GNxILkF79ZMLq-Q";woman;-0.22375269364557182
"Co-sJv4GNxILkF79ZMLq-Q";store;-0.14758503401360545
"Co-sJv4GNxILkF79ZMLq-Q";credit card credit machine;-0.08758503401360546
"Co-sJv4GNxILkF79ZMLq-Q";day;0.0
"Co-sJv4GNxILkF79ZMLq-Q";vegetables;0.0
"Co-sJv4GNxILkF79ZMLq-Q";feeling;0.04545454545454546
"Co-sJv4GNxILkF79ZMLq-Q";music;0.0935374149659864
"Co-sJv4GNxILkF79ZMLq-Q";meat;0.125
"Co-sJv4GNxILkF79ZMLq-Q";condition;0.17935933356831302
"Co-sJv4GNxILkF79ZMLq-Q";container;0.23181154217422834
"Co-sJv4GNxILkF79ZMLq-Q";workers;0.3363531766007257
"Co-sJv4GNxILkF79ZMLq-Q";environment;0.38439322866551107
"Co-sJv4GNxILkF79ZMLq-Q";sustenance;0.6337632198238539
"eQdQYR5hvMLiYDF41lOtCw";attitude;-1.5729166666666665
"eQdQYR5hvMLiYDF41lOtCw";buffet stuff;-1.2503725782414308
