BusinessId;Attribute;Sentiment
"6eF3g32tGeeq5dfGqtcnuQ";service;-2.625
"6eF3g32tGeeq5dfGqtcnuQ";Soup;-1.319333582542325
"6eF3g32tGeeq5dfGqtcnuQ";bits;-1.2503725782414308
"6eF3g32tGeeq5dfGqtcnuQ";parking lot;-1.225
"6eF3g32tGeeq5dfGqtcnuQ";institution;-1.0998849130950408
"6eF3g32tGeeq5dfGqtcnuQ";egg;-0.6650000000000001
"6eF3g32tGeeq5dfGqtcnuQ";no comment;-0.6291555617898724
"6eF3g32tGeeq5dfGqtcnuQ";dum sum dum situation;-0.5774041899162944
"6eF3g32tGeeq5dfGqtcnuQ";sustenance;-0.5547520661157024
"6eF3g32tGeeq5dfGqtcnuQ";fruit;-0.55089005123735
"6eF3g32tGeeq5dfGqtcnuQ";locations;-0.5082116788321168
"6eF3g32tGeeq5dfGqtcnuQ";Nothing;-0.375
"6eF3g32tGeeq5dfGqtcnuQ";diet needs;-0.33886555461528145
"6eF3g32tGeeq5dfGqtcnuQ";rating;-0.2557628465890495
"6eF3g32tGeeq5dfGqtcnuQ";requests;-0.23898071625344353
"6eF3g32tGeeq5dfGqtcnuQ";occurrence;-0.18181818181818182
"6eF3g32tGeeq5dfGqtcnuQ";gathering;-0.16666666666666666
"6eF3g32tGeeq5dfGqtcnuQ";result;-0.1425515500070136
"6eF3g32tGeeq5dfGqtcnuQ";mistake;-0.11949035812672176
"6eF3g32tGeeq5dfGqtcnuQ";night;-0.1193189788189087
"6eF3g32tGeeq5dfGqtcnuQ";times;-0.058642999336429996
"6eF3g32tGeeq5dfGqtcnuQ";family;-0.02582644628099174
"6eF3g32tGeeq5dfGqtcnuQ";months;0.0
"6eF3g32tGeeq5dfGqtcnuQ";idea;0.0
"6eF3g32tGeeq5dfGqtcnuQ";minutes;0.0
"6eF3g32tGeeq5dfGqtcnuQ";item;0.0467687074829932
"6eF3g32tGeeq5dfGqtcnuQ";globs;0.10329447911112895
"6eF3g32tGeeq5dfGqtcnuQ";workers;0.12741157076130974
"6eF3g32tGeeq5dfGqtcnuQ";someone;0.12982093663911848
"6eF3g32tGeeq5dfGqtcnuQ";way;0.14302112029384761
"6eF3g32tGeeq5dfGqtcnuQ";chop houses;0.16836734693877553
"6eF3g32tGeeq5dfGqtcnuQ";chemicals;0.19054178145087236
"6eF3g32tGeeq5dfGqtcnuQ";container;0.20454545454545456
"6eF3g32tGeeq5dfGqtcnuQ";battle;0.2593537414965987
"6eF3g32tGeeq5dfGqtcnuQ";spring rolls;0.2981977202304028
"6eF3g32tGeeq5dfGqtcnuQ";rate;0.36363636363636365
"6eF3g32tGeeq5dfGqtcnuQ";selection;0.38676531225790844
"6eF3g32tGeeq5dfGqtcnuQ";mama;0.56
"6eF3g32tGeeq5dfGqtcnuQ";woman;0.708941605839416
"6eF3g32tGeeq5dfGqtcnuQ";part;0.75
"6eF3g32tGeeq5dfGqtcnuQ";details;0.75
"6eF3g32tGeeq5dfGqtcnuQ";luncheon;0.7587632198238539
"6eF3g32tGeeq5dfGqtcnuQ";produce;0.9986926887538419
"6eF3g32tGeeq5dfGqtcnuQ";people;1.0
"6eF3g32tGeeq5dfGqtcnuQ";restaurant building;1.2118985881052076
"6eF3g32tGeeq5dfGqtcnuQ";waiter;1.3055555555555556
"6eF3g32tGeeq5dfGqtcnuQ";quantities;1.514444241004945
"6eF3g32tGeeq5dfGqtcnuQ";work;2.580949618171866
"6eF3g32tGeeq5dfGqtcnuQ";spots;3.470799927880256
"6eF3g32tGeeq5dfGqtcnuQ";Food;3.583608080441531
"8z2DkKf_FrPVNtt_5w4QsQ";spots;-1.3925912408759125
"8z2DkKf_FrPVNtt_5w4QsQ";idea;-1.1956406664316872
"8z2DkKf_FrPVNtt_5w4QsQ";rice concoction;-1.1951483971179573
"8z2DkKf_FrPVNtt_5w4QsQ";Food;-0.8985309747578016
"8z2DkKf_FrPVNtt_5w4QsQ";quantities;-0.5448472902480788
"8z2DkKf_FrPVNtt_5w4QsQ";someone;-0.5327710758872213
"8z2DkKf_FrPVNtt_5w4QsQ";shot;-0.5
"8z2DkKf_FrPVNtt_5w4QsQ";rating;-0.39181818181818184
"8z2DkKf_FrPVNtt_5w4QsQ";locations;-0.36000000000000004
"8z2DkKf_FrPVNtt_5w4QsQ";day;-0.36000000000000004
"8z2DkKf_FrPVNtt_5w4QsQ";hand;-0.36000000000000004
"8z2DkKf_FrPVNtt_5w4QsQ";times;-0.22090909090909092
"8z2DkKf_FrPVNtt_5w4QsQ";part;-0.1379767466929323
"8z2DkKf_FrPVNtt_5w4QsQ";restaurant building;-0.05656934306569344
"8z2DkKf_FrPVNtt_5w4QsQ";beverages;-0.04000000000000001
"8z2DkKf_FrPVNtt_5w4QsQ";conditions;0.0
"8z2DkKf_FrPVNtt_5w4QsQ";Nothing;0.0
"8z2DkKf_FrPVNtt_5w4QsQ";produce;0.0
"8z2DkKf_FrPVNtt_5w4QsQ";luncheon;0.0
"8z2DkKf_FrPVNtt_5w4QsQ";steam not steam table;0.0
"8z2DkKf_FrPVNtt_5w4QsQ";institution;0.19000000000000003
"8z2DkKf_FrPVNtt_5w4QsQ";cleaning;0.19439322866551106
"8z2DkKf_FrPVNtt_5w4QsQ";shops;0.19439322866551106
"8z2DkKf_FrPVNtt_5w4QsQ";diet needs;0.19788350509414115
"8z2DkKf_FrPVNtt_5w4QsQ";frenzy;0.2187363118703461
"8z2DkKf_FrPVNtt_5w4QsQ";state;0.25
"8z2DkKf_FrPVNtt_5w4QsQ";fare;0.2858880778588808
"8z2DkKf_FrPVNtt_5w4QsQ";buffets list;0.3476277372262774
"8z2DkKf_FrPVNtt_5w4QsQ";work;0.375
"8z2DkKf_FrPVNtt_5w4QsQ";service;0.5736289845318904
"8z2DkKf_FrPVNtt_5w4QsQ";people;0.5833333333333334
"8z2DkKf_FrPVNtt_5w4QsQ";not guy;1.0
"8z2DkKf_FrPVNtt_5w4QsQ";workers;2.5880418491484187
"8z2DkKf_FrPVNtt_5w4QsQ";item;3.8348781248954555
"9qxRn-qokwlmnRnv6-baLA";feeling;-1.5
"9qxRn-qokwlmnRnv6-baLA";mama;-0.10674931129476586
"9qxRn-qokwlmnRnv6-baLA";diet needs;-0.041818181818181865
"9qxRn-qokwlmnRnv6-baLA";service;0.0
"9qxRn-qokwlmnRnv6-baLA";produce;0.0
"9qxRn-qokwlmnRnv6-baLA";dum sum dum situation;0.0
"9qxRn-qokwlmnRnv6-baLA";sustenance;0.0
"9qxRn-qokwlmnRnv6-baLA";boy;0.021897810218978103
"9qxRn-qokwlmnRnv6-baLA";day;0.12647831800262813
"9qxRn-qokwlmnRnv6-baLA";hand;0.1590909090909091
"9qxRn-qokwlmnRnv6-baLA";opinion;0.20833333333333334
"9qxRn-qokwlmnRnv6-baLA";people;0.23722627737226276
"9qxRn-qokwlmnRnv6-baLA";way;0.23722627737226276
"9qxRn-qokwlmnRnv6-baLA";Food;0.559116017877382
"9qxRn-qokwlmnRnv6-baLA";cleaning;0.708941605839416
"4nWKKGZGFc4nWUbJTunMAw";produce;-1.7403926606050084
"4nWKKGZGFc4nWUbJTunMAw";rating;-0.5706406664316871
"4nWKKGZGFc4nWUbJTunMAw";diet needs;-0.5571666577107557
"4nWKKGZGFc4nWUbJTunMAw";pieces;-0.25856157062041385
"4nWKKGZGFc4nWUbJTunMAw";day;-0.18181818181818182
"4nWKKGZGFc4nWUbJTunMAw";pepper batter;-0.14772727272727273
"4nWKKGZGFc4nWUbJTunMAw";pans;-0.10300734775249104
"4nWKKGZGFc4nWUbJTunMAw";Fish;-0.08333333333333334
"4nWKKGZGFc4nWUbJTunMAw";Soup;-0.07842771982116242
"4nWKKGZGFc4nWUbJTunMAw";music;-0.06858826717246994
"4nWKKGZGFc4nWUbJTunMAw";dum sum dum situation;-0.022727272727272728
"4nWKKGZGFc4nWUbJTunMAw";consumption;-0.008503401360544218
"4nWKKGZGFc4nWUbJTunMAw";gathering;-0.008503401360544218
"4nWKKGZGFc4nWUbJTunMAw";workers;0.0
"4nWKKGZGFc4nWUbJTunMAw";areas;0.0
"4nWKKGZGFc4nWUbJTunMAw";version;0.0
"4nWKKGZGFc4nWUbJTunMAw";refrigerator;0.0
"4nWKKGZGFc4nWUbJTunMAw";class;0.0
"4nWKKGZGFc4nWUbJTunMAw";weekday;0.0018115421742283385
"4nWKKGZGFc4nWUbJTunMAw";steam not steam table;0.024298577740003647
"4nWKKGZGFc4nWUbJTunMAw";type;0.0275482093663912
"4nWKKGZGFc4nWUbJTunMAw";eater card;0.041666666666666664
"4nWKKGZGFc4nWUbJTunMAw";buffets;0.07755474452554745
"4nWKKGZGFc4nWUbJTunMAw";bread;0.125
"4nWKKGZGFc4nWUbJTunMAw";quantities;0.12647831800262813
"4nWKKGZGFc4nWUbJTunMAw";item;0.12922311293553806
"4nWKKGZGFc4nWUbJTunMAw";spots;0.13475052603434046
"4nWKKGZGFc4nWUbJTunMAw";chemicals;0.1430192385855575
"4nWKKGZGFc4nWUbJTunMAw";selection;0.14302112029384761
"4nWKKGZGFc4nWUbJTunMAw";idea;0.2055085023496881
"4nWKKGZGFc4nWUbJTunMAw";Nothing;0.2188934802571166
"4nWKKGZGFc4nWUbJTunMAw";someone;0.29545454545454547
"4nWKKGZGFc4nWUbJTunMAw";locations;0.5279349413763672
"4nWKKGZGFc4nWUbJTunMAw";quality;0.6337632198238539
"4nWKKGZGFc4nWUbJTunMAw";waiter;0.708941605839416
"4nWKKGZGFc4nWUbJTunMAw";container;0.7272627737226278
"4nWKKGZGFc4nWUbJTunMAw";interest;0.8822167171730716
"4nWKKGZGFc4nWUbJTunMAw";rice concoction;0.9904166666666666
"4nWKKGZGFc4nWUbJTunMAw";restaurant building;1.1129105839416058
"4nWKKGZGFc4nWUbJTunMAw";Food;1.172665448545942
"3tk6Syyz5i967Ifuz_4o3w";spots;-2.1039133786917334
"3tk6Syyz5i967Ifuz_4o3w";bits;-1.0884800700832238
"3tk6Syyz5i967Ifuz_4o3w";selection;-1.087809917355372
